Liczba paczek,czas BF2 0.25,czas BF2 0.75
18,0.0069828033447265625,0.09175324440002441
19,0.013990163803100586,0.18051671981811523
20,0.025931835174560547,0.36004185676574707
21,0.038895606994628906,0.7310445308685303
22,0.05980801582336426,1.4880783557891846
23,0.10272383689880371,3.0139379501342773
24,0.18051695823669434,6.14083456993103
25,0.4837009906768799,12.255367040634155
26,0.6502604484558105,24.172436952590942
27,1.205775499343872,49.880791902542114
